epoch,loss,acc,val_loss,val_acc
0,1.0514393578404966,0.9782608695652174,1.638925313949585,0.265625
0,1.360771683247193,0.6063179347826086,1.5454810857772827,0.359375
0,1.4380829040554985,0.5083786231884058,1.6387848854064941,0.265625
0,1.4727374231037886,0.4633152173913043,1.685708999633789,0.21875
0,1.5153802358585855,0.41440217391304346,1.6236238479614258,0.28125
0,1.5255974293618961,0.40002264492753625,1.607666015625,0.296875
0,1.5440462527808196,0.3785908385093168,1.5920876264572144,0.3125
0,1.5559169206282366,0.36447010869565216,1.6855210065841675,0.21875
0,1.5564824351366016,0.3621678743961353,1.654417634010315,0.25
0,1.563159190053525,0.35407608695652176,1.5769551992416382,0.328125
0,1.5792070791721344,0.3315625,1.6236791610717773,0.28125
0,1.6272048070430756,0.2775,1.6550018787384033,0.25
0,1.6152385892868042,0.2895,1.623300552368164,0.28125
0,1.6283004674911499,0.276375,1.5923689603805542,0.3125
0,1.637013985157013,0.267625,1.6387029886245728,0.265625
0,1.635423043489456,0.2691875,1.5297999382019043,0.375
0,1.6388227231502532,0.2658125,1.5767444372177124,0.328125
0,1.6318509798049927,0.2728125,1.6545298099517822,0.25
0,1.6356473536491394,0.269,1.6233651638031006,0.28125
0,1.6349074585437775,0.26975,1.6238572597503662,0.28125
0,1.6393285667896271,0.2653125,1.6390866041183472,0.265625
0,1.6381471910476684,0.2665,1.6548136472702026,0.25
0,1.6460722029209136,0.2585625,1.6542078256607056,0.25
0,1.649378971338272,0.25525,1.6390057802200317,0.265625
0,1.637039213180542,0.267625,1.7014360427856445,0.203125
0,1.6388326156139374,0.2658125,1.6079061031341553,0.296875
0,1.6392206885814666,0.2654375,1.7015817165374756,0.203125
0,1.6368600096702575,0.26775,1.5923516750335693,0.3125
0,1.6328355391025544,0.27175,1.5766007900238037,0.328125
0,1.6398779492378235,0.2646875,1.670143723487854,0.234375
0,1.6441244864463807,0.2604375,1.6234996318817139,0.28125
0,1.642522425174713,0.2620625,1.6078524589538574,0.296875
0,1.6429150905609131,0.2616875,1.623308777809143,0.28125
0,1.6395532996654512,0.2650625,1.5766445398330688,0.328125
0,1.6438454010486603,0.26075,1.6547963619232178,0.25
0,1.6482573091983794,0.2563125,1.60798978805542,0.296875
0,1.6517161042690278,0.252875,1.654310703277588,0.25
0,1.6438328268527984,0.26075,1.607940673828125,0.296875
0,1.6458436980247497,0.25875,1.5610114336013794,0.34375
0,1.6536713106632233,0.2509375,1.561065435409546,0.34375
0,1.636342928171158,0.2683125,1.6858307123184204,0.21875
0,1.6300332324504851,0.274625,1.6076961755752563,0.296875
0,1.6268230838775635,0.277875,1.748033881187439,0.15625
0,1.6248456873893737,0.2798125,1.6699576377868652,0.234375
0,1.623200761318207,0.2814375,1.6232023239135742,0.28125
0,1.6201542360782624,0.2845,1.5453875064849854,0.359375
0,1.6149177377223969,0.28975,1.639054775238037,0.265625
0,1.6069478137493134,0.29775,1.5300018787384033,0.375
0,1.6094728741645814,0.29528125,1.6858935356140137,0.21875
0,1.6222922823429107,0.2824375,1.7015637159347534,0.203125
0,1.6225194125175475,0.2821875,1.63894784450531,0.265625
0,1.6196032373905183,0.285125,1.5610339641571045,0.34375
0,1.6266282227039337,0.27809375,1.7323482036590576,0.171875
0,1.623655558347702,0.28103125,1.592296838760376,0.3125
0,1.6181013839244842,0.28665625,1.670224666595459,0.234375
0,1.620967359304428,0.28378125,1.6702256202697754,0.234375
0,1.6166469278335571,0.28809375,1.5767316818237305,0.328125
0,1.620938640832901,0.2838125,1.7481220960617065,0.15625
0,1.6138022906780243,0.2909375,1.5609127283096313,0.34375
0,1.6133324854373932,0.291375,1.6079241037368774,0.296875
0,1.6058309783935547,0.298875,1.607819676399231,0.296875
0,1.6077371592521668,0.297,1.6233861446380615,0.28125
0,1.6103359382152558,0.294375,1.6078813076019287,0.296875
0,1.607823003768921,0.296875,1.4677228927612305,0.4375
0,1.6150026717185975,0.2896875,1.576717734336853,0.328125
0,1.6189221875667572,0.28575,1.6544687747955322,0.25
0,1.6270370512008667,0.277625,1.6079800128936768,0.296875
0,1.6388172192573547,0.2658125,1.6855889558792114,0.21875
0,1.6386691505908966,0.2659375,1.6700154542922974,0.234375
0,1.6379098775386811,0.2666875,1.623018503189087,0.28125
0,1.6445172889232635,0.2600625,1.685489535331726,0.21875
0,1.645971049785614,0.258625,1.5765403509140015,0.328125
0,1.647255526304245,0.2573125,1.6856330633163452,0.21875
0,1.666587078332901,0.2379375,1.6544462442398071,0.25
0,1.6728227245807648,0.2316875,1.607946515083313,0.296875
0,1.6703235654830932,0.2341875,1.6704819202423096,0.234375
0,1.6724353959560394,0.2320625,1.6544582843780518,0.25
0,1.6611788222789765,0.243375,1.7167061567306519,0.1875
1,1.5888303005695343,0.3159375,1.5765153169631958,0.328125
1,1.5928273205757142,0.3119375,1.6548258066177368,0.25
1,1.5955100293159485,0.3093125,1.6235461235046387,0.28125
1,1.5856612291336059,0.3191875,1.638658881187439,0.265625
1,1.5872887856960296,0.3175625,1.669996738433838,0.234375
1,1.5788060128688812,0.3260625,1.5923354625701904,0.3125
1,1.5697230319976807,0.3351875,1.5767648220062256,0.328125
1,1.5658093478679658,0.339125,1.6545428037643433,0.25
1,1.5568267064094543,0.348125,1.670433759689331,0.234375
1,1.5521906225681306,0.35275,1.6548558473587036,0.25
1,1.573281938791275,0.3315625,1.638953685760498,0.265625
1,1.6272002592086792,0.2775,1.6701945066452026,0.234375
1,1.6152312104701996,0.2895,1.732413411140442,0.171875
1,1.628291096687317,0.276375,1.561165690422058,0.34375
1,1.637004075527191,0.267625,1.7013427019119263,0.203125
1,1.6354166758060455,0.2691875,1.5609229803085327,0.34375
1,1.638820545911789,0.2658125,1.6235432624816895,0.28125
1,1.6318492951393126,0.2728125,1.5920864343643188,0.3125
1,1.6356440896987916,0.269,1.6390936374664307,0.265625
1,1.6349043383598327,0.26975,1.5918642282485962,0.3125
1,1.6393258876800536,0.2653125,1.577066421508789,0.328125
1,1.6381457903385162,0.2665,1.5456205606460571,0.359375
1,1.6460711069107055,0.2585625,1.5300942659378052,0.375
1,1.6493824107646942,0.25525,1.670315146446228,0.234375
1,1.6370425131320954,0.267625,1.5921694040298462,0.3125
1,1.638835015296936,0.2658125,1.498400330543518,0.40625
1,1.639219537973404,0.2654375,1.623290777206421,0.28125
1,1.6368584673404694,0.26775,1.6078144311904907,0.296875
1,1.6328344326019286,0.27175,1.623316764831543,0.28125
1,1.6398776683807372,0.2646875,1.5295623540878296,0.375
1,1.6441248786449432,0.2604375,1.6541941165924072,0.25
1,1.6425250437259673,0.2620625,1.6390974521636963,0.265625
1,1.6429170911312103,0.2616875,1.5922597646713257,0.3125
1,1.639558711528778,0.2650625,1.4832913875579834,0.421875
1,1.6438474531173706,0.26075,1.6077830791473389,0.296875
1,1.6482604396343232,0.2563125,1.5765676498413086,0.328125
1,1.6517220287322998,0.252875,1.7168940305709839,0.1875
1,1.6438376798629761,0.26075,1.6546833515167236,0.25
1,1.645848887681961,0.25875,1.654497504234314,0.25
1,1.6536751992702483,0.2509375,1.6856917142868042,0.21875
1,1.6363471064567565,0.2683125,1.5768766403198242,0.328125
1,1.6300380783081054,0.274625,1.6388784646987915,0.265625
1,1.6268257503509522,0.277875,1.6390700340270996,0.265625
1,1.6248443624973297,0.2798125,1.670125961303711,0.234375
1,1.623197788476944,0.2814375,1.60789155960083,0.296875
1,1.6201516449451447,0.2845,1.5458136796951294,0.359375
1,1.6149138786792756,0.28975,1.670312762260437,0.234375
1,1.6069429144859313,0.29775,1.7013224363327026,0.203125
1,1.6094683599472046,0.29528125,1.6701692342758179,0.234375
1,1.6222869999408722,0.2824375,1.7165517807006836,0.1875
1,1.6225138206481933,0.2821875,1.6699258089065552,0.234375
1,1.619596036195755,0.285125,1.7011146545410156,0.203125
1,1.6266179022789002,0.27809375,1.685915231704712,0.21875
1,1.623646847486496,0.28103125,1.7012104988098145,0.203125
1,1.618092491388321,0.28665625,1.5918738842010498,0.3125
1,1.6209594144821167,0.28378125,1.5610769987106323,0.34375
1,1.61664137840271,0.28809375,1.6075726747512817,0.296875
1,1.620934138059616,0.2838125,1.5611886978149414,0.34375
1,1.6137996988296508,0.2909375,1.6702994108200073,0.234375
1,1.613331604242325,0.291375,1.6236145496368408,0.28125
1,1.605831523656845,0.298875,1.6078547239303589,0.296875
1,1.6077364332675934,0.297,1.5611356496810913,0.34375
1,1.6103337302207947,0.294375,1.592195749282837,0.3125
1,1.6078252589702606,0.296875,1.6547977924346924,0.25
1,1.61500319814682,0.2896875,1.592549443244934,0.3125
1,1.6189250802993775,0.28575,1.6699187755584717,0.234375
1,1.6270408306121826,0.277625,1.576629877090454,0.328125
1,1.638822697162628,0.2658125,1.5297201871871948,0.375
1,1.638674493074417,0.2659375,1.7481443881988525,0.15625
1,1.6379129576683045,0.2666875,1.6073691844940186,0.296875
1,1.6445194115638733,0.2600625,1.6385773420333862,0.265625
1,1.6459718487262727,0.258625,1.6389925479888916,0.265625
1,1.647259800195694,0.2573125,1.6082713603973389,0.296875
1,1.6665938241481781,0.2379375,1.7012461423873901,0.203125
1,1.6728284096717834,0.2316875,1.6386692523956299,0.265625
1,1.6703281335830689,0.2341875,1.6080265045166016,0.296875
1,1.6724411656856537,0.2320625,1.5763665437698364,0.328125
1,1.6611852011680603,0.243375,1.6543816328048706,0.25
2,1.5888348973989486,0.3159375,1.6081418991088867,0.296875
2,1.5928340686559677,0.3119375,1.6701910495758057,0.234375
2,1.5955174032449722,0.3093125,1.5456616878509521,0.359375
2,1.585666890501976,0.3191875,1.6546375751495361,0.25
2,1.5872935417890548,0.3175625,1.7011797428131104,0.203125
2,1.5788100394010545,0.3260625,1.5609453916549683,0.34375
2,1.5697272416353225,0.3351875,1.6857386827468872,0.21875
2,1.5658121401071547,0.339125,1.6078159809112549,0.296875
2,1.5568292158842088,0.348125,1.5298807621002197,0.375
2,1.5521923948526382,0.35275,1.5299839973449707,0.375
2,1.5732831472158433,0.3315625,1.5922279357910156,0.3125
2,1.6271999297142028,0.2775,1.5457985401153564,0.359375
2,1.615230805873871,0.2895,1.7008445262908936,0.203125
2,1.628288948535919,0.276375,1.6234198808670044,0.28125
2,1.6370033929347991,0.267625,1.5767881870269775,0.328125
2,1.6354167892932892,0.2691875,1.5456010103225708,0.359375
2,1.6388215339183807,0.2658125,1.6389366388320923,0.265625
2,1.631849583387375,0.2728125,1.545663833618164,0.359375
2,1.635645334482193,0.269,1.6237123012542725,0.28125
2,1.6349047744274139,0.26975,1.5612298250198364,0.34375
2,1.6393275282382964,0.2653125,1.6077431440353394,0.296875
2,1.6381458556652069,0.2665,1.5612634420394897,0.34375
2,1.6460759799480438,0.2585625,1.66996169090271,0.234375
2,1.6493843159675599,0.25525,1.6547176837921143,0.25
2,1.6370452642440796,0.267625,1.6073800325393677,0.296875
2,1.6388360471725465,0.2658125,1.576606273651123,0.328125
2,1.6392205204963683,0.2654375,1.5454810857772827,0.359375
2,1.636857488155365,0.26775,1.6391632556915283,0.265625
2,1.6328380904197692,0.27175,1.7324142456054688,0.171875
2,1.639884116411209,0.2646875,1.5923084020614624,0.3125
2,1.644130526304245,0.2604375,1.5141072273254395,0.390625
2,1.6425240375995636,0.2620625,1.5764150619506836,0.328125
2,1.642914575099945,0.2616875,1.6078236103057861,0.296875
2,1.6395541577339172,0.2650625,1.5922402143478394,0.3125
2,1.643845469236374,0.26075,1.6235548257827759,0.28125
2,1.6482589502334595,0.2563125,1.623355507850647,0.28125
2,1.6517182779312134,0.252875,1.6234396696090698,0.28125
2,1.6438367645740508,0.26075,1.6081044673919678,0.296875
2,1.645847722530365,0.25875,1.5924254655838013,0.3125
2,1.6536712534427642,0.2509375,1.5769909620285034,0.328125
2,1.6363420131206512,0.2683125,1.6858739852905273,0.21875
2,1.6300350606441498,0.274625,1.6079082489013672,0.296875
2,1.626827936410904,0.277875,1.6544694900512695,0.25
2,1.6248521327972412,0.2798125,1.6078945398330688,0.296875
2,1.6232061848640442,0.2814375,1.592171311378479,0.3125
2,1.6201590929031373,0.2845,1.6077637672424316,0.296875
2,1.6149238159656525,0.28975,1.639060139656067,0.265625
2,1.6069543073177337,0.29775,1.6389275789260864,0.265625
2,1.6094782454967498,0.29528125,1.6235949993133545,0.28125
2,1.6222971129417418,0.2824375,1.6704243421554565,0.234375
2,1.6225238349437714,0.2821875,1.6232990026474,0.28125
2,1.6196073427200317,0.285125,1.717088222503662,0.1875
2,1.6266299097537995,0.27809375,1.529940128326416,0.375
2,1.623656405210495,0.28103125,1.5925614833831787,0.3125
2,1.61809996175766,0.28665625,1.6700453758239746,0.234375
2,1.620963314294815,0.28378125,1.6858054399490356,0.21875
2,1.6166434111595154,0.28809375,1.6544418334960938,0.25
2,1.6209361996650695,0.2838125,1.6387742757797241,0.265625
2,1.6138026368618013,0.2909375,1.514365315437317,0.390625
2,1.613333399772644,0.291375,1.639082670211792,0.265625
2,1.6058325200080872,0.298875,1.7011066675186157,0.203125
2,1.6077385308742522,0.297,1.530178189277649,0.375
2,1.610336215019226,0.294375,1.7480040788650513,0.15625
2,1.6078244423866273,0.296875,1.5456570386886597,0.359375
2,1.6150024814605712,0.2896875,1.6545298099517822,0.25
2,1.6189254999160767,0.28575,1.5920687913894653,0.3125
2,1.6270412878990173,0.277625,1.5145701169967651,0.390625
2,1.6388216290473938,0.2658125,1.6702228784561157,0.234375
2,1.6386711859703065,0.2659375,1.701234221458435,0.203125
2,1.6379113852977754,0.2666875,1.6078368425369263,0.296875
2,1.6445180132389068,0.2600625,1.5922720432281494,0.3125
2,1.6459735968112945,0.258625,1.6076244115829468,0.296875
2,1.6472612862586975,0.2573125,1.5458768606185913,0.359375
2,1.6665921933650971,0.2379375,1.6235779523849487,0.28125
2,1.6728274083137513,0.2316875,1.4677088260650635,0.4375
2,1.67032772731781,0.2341875,1.5765340328216553,0.328125
2,1.6724384739398956,0.2320625,1.7013391256332397,0.203125
2,1.66118061876297,0.243375,1.6387985944747925,0.265625
